Time (s), Cell Name, Value
3550.043784, C092, 18.75938
3552.741634, C092, 14.19579
25.379788, C093, 8.48567
72.841992, C093, 6.878134
154.0773, C093, 6.793578
345.025238, C093, 7.672803
354.917361, C093, 16.48826
357.415371, C093, 9.670076
360.313064, C093, 13.05136
366.308289, C093, 8.919836
375.600889, C093, 6.897632
3202.220907, C093, 7.022843
3209.515095, C093, 7.246334
3279.659209, C093, 7.143308
3501.482474, C093, 8.49958
3558.437097, C093, 5.865565
124.101171, C094, 15.66106
128.897352, C094, 12.33843
133.393771, C094, 10.59567
139.888599, C094, 11.40682
216.927249, C094, 10.60179
