Time (s), Channel Name, Value
84.6936, GPIO-1, 49216
84.6938, GPIO-1, 49120
84.694, GPIO-1, 49024
84.6942, GPIO-1, 49216
84.6944, GPIO-1, 49120
84.69459999999999, GPIO-1, 49184
84.6948, GPIO-1, 49072
84.69499999999999, GPIO-1, 49104
84.6952, GPIO-1, 49184
84.69540000000001, GPIO-1, 49200
84.6956, GPIO-1, 49152
84.69580000000001, GPIO-1, 49056
84.696, GPIO-1, 49200
84.6962, GPIO-1, 49056
84.6964, GPIO-1, 49216
84.6966, GPIO-1, 49104
84.6968, GPIO-1, 49040
84.697, GPIO-1, 49056
84.6972, GPIO-1, 49168
84.69759999999999, GPIO-1, 49056
84.6978, GPIO-1, 49168
84.69799999999999, GPIO-1, 49024
84.6982, GPIO-1, 49216
84.69840000000001, GPIO-1, 49120
84.6986, GPIO-1, 49024
84.69880000000001, GPIO-1, 49088
84.699, GPIO-1, 49120
84.6992, GPIO-1, 49184
84.6994, GPIO-1, 49088
84.6996, GPIO-1, 49136
84.6998, GPIO-1, 49040
84.7, GPIO-1, 49200
84.7002, GPIO-1, 49152
84.7004, GPIO-1, 49200
84.70059999999999, GPIO-1, 49088
84.7008, GPIO-1, 49040
84.70099999999999, GPIO-1, 49216
84.7012, GPIO-1, 49168
84.7016, GPIO-1, 49056
84.70180000000001, GPIO-1, 49168
84.702, GPIO-1, 49040
84.7022, GPIO-1, 49216
84.7024, GPIO-1, 49120
84.7026, GPIO-1, 49024
84.7028, GPIO-1, 49072
84.703, GPIO-1, 49120
84.7032, GPIO-1, 49184
84.7034, GPIO-1, 49088
84.7038, GPIO-1, 49040
84.70399999999999, GPIO-1, 49200
84.7042, GPIO-1, 49136
84.70440000000001, GPIO-1, 49056
84.7046, GPIO-1, 49200
84.70480000000001, GPIO-1, 49040
84.705, GPIO-1, 49200
84.7052, GPIO-1, 49104
84.7054, GPIO-1, 49168
84.7056, GPIO-1, 49056
84.7058, GPIO-1, 49120
84.706, GPIO-1, 49168
84.7062, GPIO-1, 49216
84.7064, GPIO-1, 49120
84.70659999999999, GPIO-1, 49024
84.7068, GPIO-1, 49216
84.70699999999999, GPIO-1, 49120
84.7072, GPIO-1, 49184
84.70740000000001, GPIO-1, 49088
84.7076, GPIO-1, 49104
84.70780000000001, GPIO-1, 49200
84.708, GPIO-1, 49088
84.70820000000001, GPIO-1, 49152
84.7084, GPIO-1, 49040
84.7086, GPIO-1, 49200
84.7088, GPIO-1, 49056
84.709, GPIO-1, 49216
84.7092, GPIO-1, 49104
84.7094, GPIO-1, 49024
84.70959999999999, GPIO-1, 49056
84.7098, GPIO-1, 49168
84.7102, GPIO-1, 49216
84.71040000000001, GPIO-1, 49120
84.7106, GPIO-1, 49024
84.71080000000001, GPIO-1, 49216
84.711, GPIO-1, 49120
84.71120000000001, GPIO-1, 49040
84.7114, GPIO-1, 49072
